10239.0839895	10195.0839895	10152.0839895	10146.0839895	10095.0839895	10032.0839895	10019.0839895	10082.0839895	10171.0839895	10383.0839895	10410.0839895	10334.0839895	10193.0839895	10161.0839895	10170.0839895	10199.0839895
10217.0839895	10173.0839895	10132.0839895	10124.0839895	10074.0839895	10005.0839895	9972.0839895	10000.0839895	10081.0839895	10231.0839895	10326.0839895	10289.0839895	10182.0839895	10378.0839895	10367.0839895	10381.0839895
10173.0839895	10135.0839895	10120.0839895	10112.0839895	10060.0839895	9969.0839895	9908.0839895	9918.0839895	9967.0839895	9986.0839895	10085.0839895	10136.0839895	10152.0839895	10514.0839895	10749.0839895	10727.0839895
10139.0839895	10093.0839895	10075.0839895	10048.0839895	9953.0839895	9846.0839895	9826.0839895	9840.0839895	9898.0839895	9969.0839895	10007.0839895	10085.0839895	10110.0839895	10471.0839895	10792.0839895	10780.0839895
10114.0839895	10063.0839895	10026.0839895	9988.0839895	9877.0839895	9705.0839895	9709.0839895	9750.0839895	9819.0839895	9937.0839895	10005.0839895	10052.0839895	10089.0839895	10452.0839895	10745.0839895	10756.0839895
10104.0839895	10040.0839895	9984.0839895	9919.0839895	9800.0839895	9621.0839895	9648.0839895	9698.0839895	9765.0839895	9836.0839895	9916.0839895	9980.0839895	10062.0839895	10457.0839895	10737.0839895	10716.0839895
10077.0839895	10010.0839895	9934.0839895	9854.0839895	9729.0839895	9537.0839895	9555.0839895	9601.0839895	9695.0839895	9762.0839895	9835.0839895	9908.0839895	10016.0839895	10418.0839895	10740.0839895	10692.0839895
10026.0839895	9947.0839895	9860.0839895	9753.0839895	9633.0839895	9463.0839895	9428.0839895	9451.0839895	9516.0839895	9686.0839895	9779.0839895	9870.0839895	9973.0839895	10363.0839895	10682.0839895	10682.0839895
10042.0839895	9946.0839895	9853.0839895	9743.0839895	9539.0839895	9387.0839895	9375.0839895	9406.0839895	9443.0839895	9607.0839895	9737.0839895	9837.0839895	9932.0839895	10324.0839895	10644.0839895	10664.0839895
10093.0839895	9993.0839895	9898.0839895	9785.0839895	9573.0839895	9302.0839895	9324.0839895	9377.0839895	9463.0839895	9600.0839895	9723.0839895	9822.0839895	9891.0839895	10285.0839895	10609.0839895	10650.0839895
10133.0839895	10022.0839895	9922.0839895	9800.0839895	9535.0839895	9224.0839895	9254.0839895	9354.0839895	9447.0839895	9556.0839895	9675.0839895	9779.0839895	9857.0839895	10279.0839895	10598.0839895	10634.0839895
10310.0839895	10062.0839895	9944.0839895	9817.0839895	9545.0839895	9154.0839895	9188.0839895	9292.0839895	9434.0839895	9517.0839895	9618.0839895	9735.0839895	9827.0839895	10244.0839895	10596.0839895	10619.0839895
10394.0839895	10145.0839895	10025.0839895	9871.0839895	9594.0839895	9197.0839895	9232.0839895	9313.0839895	9441.0839895	9510.0839895	9590.0839895	9747.0839895	9984.0839895	10169.0839895	10504.0839895	10542.0839895
10406.0839895	10211.0839895	10086.0839895	9935.0839895	9655.0839895	9252.0839895	9293.0839895	9350.0839895	9446.0839895	9503.0839895	9566.0839895	9708.0839895	10030.0839895	10257.0839895	10413.0839895	10465.0839895
10446.0839895	10261.0839895	10106.0839895	9966.0839895	9701.0839895	9328.0839895	9390.0839895	9416.0839895	9468.0839895	9477.0839895	9522.0839895	9647.0839895	9981.0839895	10196.0839895	10345.0839895	10397.0839895
10448.0839895	10307.0839895	10139.0839895	10013.0839895	9788.0839895	9432.0839895	9472.0839895	9478.0839895	9481.0839895	9455.0839895	9499.0839895	9609.0839895	9944.0839895	10137.0839895	10286.0839895	10341.0839895
10443.0839895	10315.0839895	10181.0839895	10071.0839895	9860.0839895	9562.0839895	9573.0839895	9557.0839895	9514.0839895	9419.0839895	9458.0839895	9590.0839895	9924.0839895	10099.0839895	10221.0839895	10294.0839895
10500.0839895	10395.0839895	10277.0839895	10191.0839895	9952.0839895	9651.0839895	9611.0839895	9565.0839895	9513.0839895	9431.0839895	9454.0839895	9602.0839895	9955.0839895	10114.0839895	10226.0839895	10300.0839895
10539.0839895	10474.0839895	10388.0839895	10297.0839895	10087.0839895	9732.0839895	9661.0839895	9584.0839895	9506.0839895	9437.0839895	9467.0839895	9616.0839895	9995.0839895	10155.0839895	10249.0839895	10320.0839895
10630.0839895	10587.0839895	10528.0839895	10131.0839895	10045.0839895	9791.0839895	9717.0839895	9659.0839895	9596.0839895	9571.0839895	9591.0839895	9741.0839895	10132.0839895	10194.0839895	10263.0839895	10308.0839895
10641.0839895	10592.0839895	10563.0839895	10244.0839895	9982.0839895	9888.0839895	9821.0839895	9763.0839895	9724.0839895	9718.0839895	9738.0839895	9858.0839895	10255.0839895	10325.0839895	10300.0839895	10321.0839895
10644.0839895	10544.0839895	10363.0839895	10341.0839895	10140.0839895	10064.0839895	10029.0839895	9975.0839895	9939.0839895	9955.0839895	9943.0839895	10036.0839895	10360.0839895	10438.0839895	10410.0839895	10374.0839895
10688.0839895	10567.0839895	10314.0839895	10284.0839895	10292.0839895	10232.0839895	10228.0839895	10232.0839895	10211.0839895	10256.0839895	10170.0839895	10204.0839895	10485.0839895	10528.0839895	10507.0839895	10450.0839895
10711.0839895	10606.0839895	10368.0839895	10342.0839895	10357.0839895	10385.0839895	10427.0839895	10462.0839895	10507.0839895	10613.0839895	10496.0839895	10423.0839895	10599.0839895	10623.0839895	10583.0839895	10530.0839895
10580.0839895	10579.0839895	10404.0839895	10407.0839895	10433.0839895	10484.0839895	10547.0839895	10564.0839895	10621.0839895	10727.0839895	10643.0839895	10533.0839895	10695.0839895	10691.0839895	10648.0839895	10598.0839895
10615.0839895	10422.0839895	10425.0839895	10451.0839895	10498.0839895	10563.0839895	10640.0839895	10670.0839895	10679.0839895	10785.0839895	10705.0839895	10620.0839895	10764.0839895	10752.0839895	10702.0839895	10658.0839895
